id,title,year,venue,authors
journals/sigmod/Dogac98, Guest Editor's Introduction,1998,SIGMOD Record,Asuman Dogac
journals/tods/WinslettSQ94, Formal Query Languages for Secure Relational Databases,1994,ACM Trans. Database Syst.,Marianne Winslett  Kenneth Smith  Xiaolei Qian
conf/sigmod/PopaDST00, A Chase Too Far?,2000,SIGMOD Conference,Val Tannen  Arnaud Sahuguet  Alin Deutsch  Lucian Popa
journals/sigmod/Alonso94a, Trade Press News,1994,SIGMOD Record,Rafael Alonso
journals/sigmod/LohmanGFS01, SIGMOD 2001 Industry Sessions,2001,SIGMOD Record,C�sar A. Galindo-Legaria  Michael J. Franklin  Leonard J. Seligman  Guy M. Lohman
conf/vldb/X00a, Author Index,2000,VLDB,?
journals/tods/MuralidharS99, Security of Random Data Perturbation Methods,1999,ACM Trans. Database Syst.,Krishnamurty Muralidhar  Rathindra Sarathy
conf/sigmod/BohrerBBCFHKKMNRRSUUW97a, The InfoSleuth Project,1997,SIGMOD Conference,Marek Rusinkiewicz  Tomasz Ksiezyk  Richard S. Brice  Ray Shea  Vipul Kashyap  Andrzej Cichocki  Mosfeq Rashid  C. Unnikrishnan  Abdelsalam Helal  Amy Unruh  Marian H. Nodine  Jerry Fowler  Darrell Woelk  Gale Martin  Roberto J. Bayardo Jr.  William Bohrer
conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99, DataBlitz Storage Manager: Main Memory Database Performance for Critical Applications,1999,SIGMOD Conference,P. P. S. Narayan  S. Sudarshan  S. Gogate  J. Miller  Abraham Silberschatz  C. Gupta  Jerry Baulier  M. Wilder  Henry F. Korth  Peter McIlroy  S. Haldar  S. Seshadri  Philip Bohannon  C. Wei  A. Khivesera  S. Joshi  Rajeev Rastogi  M. Nemeth
journals/vldb/ClaussenKKW00, Exploiting early sorting and early partitioning for decisionsupport query processing,2000,VLDB J.,Jens Clau�en  Christian Wiesner  Donald Kossmann  Alfons Kemper
conf/vldb/KumarKA97, Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks,1997,VLDB,Suresh Kumar  Eng-Kee Kwang  Divyakant Agrawal
conf/vldb/HeMYW03, WISE-Integrator: An Automatic Integrator of Web Search Interfaces for E-Commerce,2003,VLDB,Clement T. Yu  Hai He  Zonghuan Wu  Weiyi Meng
journals/tods/HjaltasonS99, Distance Browsing in Spatial Databases,1999,ACM Trans. Database Syst.,Hanan Samet  G�sli R. Hjaltason
conf/sigmod/Cattell94, ODMG-93: A Standard for Object-Oriented DBMSs,1994,SIGMOD Conference,R. G. G. Cattell
journals/sigmod/Winslett01a, Gio Wiederhold Speaks Out on Moving into Academia in Mid-Career  How to Be an Effective Consultant  Why You Should Be a Program Manager as a Funding Agency  the Need for Ontology Algebra and Simulations  and More,2001,SIGMOD Record,Marianne Winslett
journals/sigmod/LightstoneLZ02, Toward Autonomic Computing with DB2 Universal Database,2002,SIGMOD Record,Guy M. Lohman  Daniel C. Zilio  Sam Lightstone
conf/sigmod/ZhouWGGZWXYF03, TREX: DTD-Conforming XML to XML Transformations,2003,SIGMOD Conference,Xueqing Gong  Kun Yue  Aoying Zhou  Zhimao Guo  Jianchang Xiao  Wenfei Fan  Hongwei Wu  Qing Wang  Shihui Zheng
conf/sigmod/RoussopoulosKV95, Nearest Neighbor Queries,1995,SIGMOD Conference,Stephen Kelley  Fr�d�ic Vincent  Nick Roussopoulos
conf/vldb/StillgerLMK01, LEO - DB2's LEarning Optimizer,2001,VLDB,Volker Markl  Mokhtar Kandil  Guy M. Lohman  Michael Stillger
journals/sigmod/BaaderJN97, Intelligent Access to Heterogeneous Information Sources: Report on the 4th Workshop on Knowledge Representation Meets Databases,1997,SIGMOD Record,Manfred A. Jeusfeld  Franz Baader  Werner Nutt
journals/vldb/TenienteO95, Updating Knowledge Bases While Maintaining Their Consistency,1995,VLDB J.,Antoni Oliv�  Ernest Teniente
conf/sigmod/DuSD95, Reducing Multidatabase Query Response Time by Tree Balancing,1995,SIGMOD Conference,Weimin Du  Ming-Chien Shan  Umeshwar Dayal
conf/sigmod/GrossmanHQ95, PTool: A Light Weight Persistent Object Manager,1995,SIGMOD Conference,David Hanley  Robert L. Grossman  Xiao Qin
conf/vldb/JagadishKMPSS98, Optimal Histograms with Quality Guarantees,1998,VLDB,S. Muthukrishnan  H. V. Jagadish  Kenneth C. Sevcik  Torsten Suel  Nick Koudas  Viswanath Poosala
conf/vldb/BohlenSS96, Coalescing in Temporal Databases,1996,VLDB,Michael D. Soo  Richard T. Snodgrass  Michael H. B�hlen
conf/sigmod/OzdenRSS96, Fault-tolerant Architectures for Continuous Media Servers,1996,SIGMOD Conference,Abraham Silberschatz  Rajeev Rastogi  Banu �zden  Prashant J. Shenoy
journals/vldb/HjaltasonS02, Speeding up construction of PMR quadtree-based spatial indexes,2002,VLDB J.,G�sli R. Hjaltason  Hanan Samet
journals/sigmod/Widom96, Editor's Notes,1996,SIGMOD Record,Jennifer Widom
journals/sigmod/DongS00, Incremental Maintenance of Recursive Views Using Relational Calculus/SQL,2000,SIGMOD Record,Jianwen Su  Guozhu Dong
conf/vldb/LohmanL02, SMART: Making DB2 (More) Autonomic,2002,VLDB,Sam Lightstone  Guy M. Lohman
conf/vldb/KiesslingK02, Preference SQL - Design  Implementation  Experiences,2002,VLDB,Gerhard K�stler  Werner Kie�ling
journals/sigmod/CrestaniG02, Report on the 24th European Colloquium on Information Retrieval Research,2002,SIGMOD Record,Mark Girolami  Fabio Crestani
conf/vldb/TanGO99, Online Feedback for Nested Aggregate Queries with Multi-Threading,1999,VLDB,Beng Chin Ooi  Kian-Lee Tan  Cheng Hian Goh
conf/vldb/ZhouLZLZJT01, VXMLR: A Visual XML-Relational Database System,2001,VLDB,Aoying Zhou  Wenyun Ji  Shihui Zheng  Hongjun Lu  Yuqi Liang  Zengping Tian  Long Zhang
journals/sigmod/ChienTZ01, XML Document Versioning,2001,SIGMOD Record,Carlo Zaniolo  Vassilis J. Tsotras  Shu-Yao Chien
conf/sigmod/FranklinZ98, Data In Your Face: Push Technology in Perspective,1998,SIGMOD Conference,Michael J. Franklin  Stanley B. Zdonik
conf/sigmod/LakhamrajuRSS00, On-line Reorganization in Object Databases,2000,SIGMOD Conference,S. Sudarshan  Rajeev Rastogi  S. Seshadri  Mohana Krishna Lakhamraju
conf/vldb/AnKR03, Improving Performance with Bulk-Inserts in Oracle R-Trees,2003,VLDB,Ning An  Siva Ravada  Kothuri Venkata Ravi Kanth
conf/sigmod/AggarwalWY99, A New Method for Similarity Indexing of Market Basket Data,1999,SIGMOD Conference,Joel L. Wolf  Charu C. Aggarwal  Philip S. Yu
conf/sigmod/JagadishJOT01, Global Optimization of Histograms,2001,SIGMOD Conference,H. V. Jagadish  Kian-Lee Tan  Hui Jin  Beng Chin Ooi
journals/sigmod/AtzeniMM97, Semistructured und Structured Data in the Web: Going Back and Forth,1997,SIGMOD Record,Paolo Merialdo  Giansalvatore Mecca  Paolo Atzeni
conf/vldb/YanG95, Duplicate Removal in Information System Dissemination,1995,VLDB,Tak W. Yan  Hector Garcia-Molina
journals/vldb/PottingerH01, MiniCon: A scalable algorithm for answering queries using views,2001,VLDB J.,Rachel Pottinger  Alon Y. Halevy
conf/vldb/ChakravarthyKAK94, Composite Events for Active Databases: Semantics  Contexts and Detection,1994,VLDB,S.-K. Kim  Eman Anwar  Sharma Chakravarthy  V. Krishnaprasad
conf/sigmod/Chong98, Real Business Processing Meets the Web,1998,SIGMOD Conference,James Chong
journals/sigmod/JukicV97, Asserting Beliefs in MLS Relational Models,1997,SIGMOD Record,Nenad Jukic  Susan V. Vrbsky
journals/vldb/BernsteinPS00, Context-based prefetch - an optimization for implementing objects on relations,2000,VLDB J.,David Shutt  Philip A. Bernstein  Shankar Pal
journals/vldb/NgC98, Integrating Reliable Memory in Databases,1998,VLDB J.,Peter M. Chen  Wee Teck Ng
journals/vldb/Guting94, An Introduction to Spatial Database Systems,1994,VLDB J.,Ralf Hartmut G�ting
conf/sigmod/WitkowskiBBDFGSS03, Spreadsheets in RDBMS for OLAP,2003,SIGMOD Conference,Nathan Folkert  Abhinav Gupta  Andrew Witkowski  Lei Sheng  Sankar Subramanian  Srikanth Bellamkonda  Gregory Dorman  Tolga Bozkaya
journals/tods/Lerner00, A model for compound type changes encountered in schema evolution,2000,ACM Trans. Database Syst.,Barbara Staudt Lerner
conf/sigmod/AntonJLPZZ02, Web caching for database applications with Oracle Web Cache,2002,SIGMOD Conference,Jordan Parker  Jesse Anton  Zheng Zeng  Lawrence Jacobs  Tie Zhong  Xiang Liu
conf/vldb/AmmannJR95, Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,1995,VLDB,Paul Ammann  Indrakshi Ray  Sushil Jajodia
conf/sigmod/HanWDPW02, CubeExplorer: online exploration of data cubes,2002,SIGMOD Conference,Jian Pei  Guozhu Dong  Ke Wang  Jiawei Han  Jianyong Wang
journals/vldb/LaurentLSV01, Monotonic complements for independent data warehouses,2001,VLDB J.,Gottfried Vossen  Jens Lechtenb�rger  Dominique Laurent  Nicolas Spyratos
conf/vldb/ShahabiFKF00, INSITE: A Tool for Interpreting Users? Interaction with a Web Space,2000,VLDB,Farnoush Banaei Kashani  Jabed Faruque  Adil Faisal  Cyrus Shahabi
journals/sigmod/Ozsoyoglu00, Vice Chair's Message,2000,SIGMOD Record,Z. Meral �zsoyoglu
conf/sigmod/Kennamer98, Microsoft.com: A High-Scale Data Management and Transaction Processing Solution,1998,SIGMOD Conference,Sherri Kennamer
conf/sigmod/Team95, Object-Oriented  Rapid Application Development in a PC Database Environment,1995,SIGMOD Conference,Fox Development Team
conf/vldb/Spaccapietra94, User Interfaces; Who Cares?,1994,VLDB,Stefano Spaccapietra
conf/sigmod/AgrawalGGR98, Automatic Subspace Clustering of High Dimensional Data for Data Mining Applications,1998,SIGMOD Conference,Johannes Gehrke  Rakesh Agrawal  Dimitrios Gunopulos  Prabhakar Raghavan
conf/vldb/Ganguly98, Design and Analysis of Parametric Query Optimization Algorithms,1998,VLDB,Sumit Ganguly
conf/sigmod/ZhuSZ03, Query by Humming - in Action with its Technology Revealed,2003,SIGMOD Conference,Yunyue Zhu  Xiaojian Zhao  Dennis Shasha
journals/sigmod/GlavitschSW94, Metadata for Integrating Speech Documents in a Text Retrieval System,1994,SIGMOD Record,Martin Wechsler  Ulrike Glavitsch  Peter Sch�uble
conf/sigmod/LuoEHN02, A scalable hash ripple join algorithm,2002,SIGMOD Conference,Peter J. Haas  Jeffrey F. Naughton  Gang Luo  Curt Ellmann
journals/sigmod/SellisV95, The Database Group at National Technical University of Athens (NTUA),1995,SIGMOD Record,Timos K. Sellis  Yannis Vassiliou
conf/vldb/AgrawalK02, Watermarking Relational Databases,2002,VLDB,Rakesh Agrawal  Jerry Kiernan
journals/vldb/ShyyASL96, The Design and Implementation of K: A High-Level Knowledge-Base Programming Language of OSAM*.KBMS,1996,VLDB J.,Stanley Y. W. Su  Javier Arroyo  Herman Lam  Yuh-Ming Shyy
conf/sigmod/KalnisNOPT02, An adaptive peer-to-peer network for distributed caching of OLAP results,2002,SIGMOD Conference,Beng Chin Ooi  Dimitris Papadias  Kian-Lee Tan  Wee Siong Ng  Panos Kalnis
conf/vldb/GoldsteinR00, Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,2000,VLDB,Jonathan Goldstein  Raghu Ramakrishnan
conf/vldb/WangZ00, Using SQL to Build New Aggregates and Extenders for Object- Relational Systems,2000,VLDB,Haixun Wang  Carlo Zaniolo
conf/sigmod/PeiMHZ00, Towards Data Mining Benchmarking: A Testbed for Performance Study of Frequent Pattern Mining,2000,SIGMOD Conference,Hua Zhu  Kan Hu  Jian Pei  Runying Mao
conf/sigmod/KornM00, Influence Sets Based on Reverse Nearest Neighbor Queries,2000,SIGMOD Conference,S. Muthukrishnan  Flip Korn
journals/tods/EiterGM97, Disjunctive Datalog,1997,ACM Trans. Database Syst.,Heikki Mannila  Thomas Eiter  Georg Gottlob
journals/vldb/LawLG99, Efficient Support for Interactive Service in Multi-Resolution VOD Systems,1999,VLDB J.,Leana Golubchik  Kelvin Kwok-Wai Law  John C. S. Lui
conf/vldb/Galindo-LegariaJWW03, Statistics on Views,2003,VLDB,C�sar A. Galindo-Legaria  Ming-Chuan Wu  Milind Joshi  Florian Waas
conf/vldb/SahuguetA99, Building Light-Weight Wrappers for Legacy Web Data-Sources Using W4F,1999,VLDB,Arnaud Sahuguet  Fabien Azavant
conf/vldb/RossS97, Fast Computation of Sparse Datacubes,1997,VLDB,Divesh Srivastava  Kenneth A. Ross
conf/sigmod/MiloAABN03, Exchanging Intensional XML Data,2003,SIGMOD Conference,Omar Benjelloun  Tova Milo  Serge Abiteboul  Frederic Dang Ngoc  Bernd Amann
conf/sigmod/RossSS96, Materialized View Maintenance and Integrity Constraint Checking: Trading Space for Time,1996,SIGMOD Conference,Divesh Srivastava  S. Sudarshan  Kenneth A. Ross
conf/vldb/LamKR02, RTMonitor: Real-Time Data Monitoring Using Mobile Agent Technologies,2002,VLDB,Kam-yiu Lam  Krithi Ramamritham  Alan Kwan
journals/sigmod/EisenbergM99, SQL: 1999  formerly known as SQL 3,1999,SIGMOD Record,Jim Melton  Andrew Eisenberg
conf/sigmod/ChristophidesACS94, From Structured Documents to Novel Query Facilities,1994,SIGMOD Conference,Sophie Cluet  Michel Scholl  Serge Abiteboul  Vassilis Christophides
conf/vldb/IlyasAE03, Supporting Top-k Join Queries in Relational Databases,2003,VLDB,Walid G. Aref  Ahmed K. Elmagarmid  Ihab F. Ilyas
conf/vldb/BohmMSW01, Fast Evaluation Techniques for Complex Similarity Queries,2001,VLDB,Michael Mlivoncic  Roger Weber  Klemens B�hm  Hans-J�rg Schek
conf/sigmod/AgrawalCD02, DBXplorer: enabling keyword search over relational databases,2002,SIGMOD Conference,Gautam Das  Sanjay Agrawal  Surajit Chaudhuri
conf/sigmod/CallanCD99, Automatic Discovery of Language Models for Text Databases,1999,SIGMOD Conference,Aiqun Du  James P. Callan  Margaret E. Connell
journals/vldb/AguileraCMVV02, Views in a large-scale XML repository,2002,VLDB J.,Vincent Aguilera  Dan Vodislav  Pierangelo Veltri  Sophie Cluet  Tova Milo
conf/sigmod/Cabrera03, The Future of Web services - II,2003,SIGMOD Conference,Felipe Cabrera
conf/sigmod/OoiTZGLLLNSWZ03, PeerDB: Peering into Personal Databases,2003,SIGMOD Conference,Chu Yee Liau  Aoying Zhou  Wee Siong Ng  Ming Zhang  Bo Ling  Chin Hong Goh  Yanfeng Shu  Kian-Lee Tan  Yingguang Li  Xiaoyu Wang  Beng Chin Ooi
conf/vldb/Cuppens96, Querying a Multilevel Database: A Logical Analysis,1996,VLDB,Fr�d�ric Cuppens
conf/vldb/KonigW99, Combining Histograms and Parametric Curve Fitting for Feedback-Driven Query Result-size Estimation,1999,VLDB,Arnd Christian K�nig  Gerhard Weikum
conf/sigmod/HacigumusILM02, Executing SQL over encrypted data in the database-service-provider model,2002,SIGMOD Conference,Hakan Hacig�m�s  Chen Li  Sharad Mehrotra  Balakrishna R. Iyer
journals/vldb/YangW03, Incremental computation and maintenance of temporal aggregates,2003,VLDB J.,Jun Yang  Jennifer Widom
conf/sigmod/DohertyHR96, Structures for Manipulating Proposed Updates in Object-Oriented Databases,1996,SIGMOD Conference,Richard Hull  Mohammed Rupawalla  Michael Doherty
conf/sigmod/Shivakumar03, Google in a Box - Building the Google Search Appliance,2003,SIGMOD Conference,Narayanan Shivakumar
conf/sigmod/Ballinger94, Evolving Teradata Decision Support for Massively Parallel Processing with UNIX,1994,SIGMOD Conference,Carrie Ballinger
journals/vldb/KieslingSSD94, DECLARE and SDS: Early Efforts to Commercialize Deductive Database Technology,1994,VLDB J.,Werner Strau�  Gerhard D�nzinger  Werner Kie�ling  Helmut Schmidt
conf/sigmod/PhanN02, GEA: a toolkit for gene expression analysis,2002,SIGMOD Conference,Jessica M. Phan  Raymond T. Ng
conf/vldb/Spintzik95, Informix-Online XPS: A Dynamically Scalable RDBMS for Open Parallel Platforms,1995,VLDB,Hannes Spintzik
journals/sigmod/TsotrasJS98, An Extensible Notation for Spatiotemporal Index Queries,1998,SIGMOD Record,Richard T. Snodgrass  Vassilis J. Tsotras  Christian S. Jensen
conf/vldb/CeriCW00, Practical Applications of Triggers and Constraints: Success and Lingering Issues (10-Year Award),2000,VLDB,Jennifer Widom  Stefano Ceri  Roberta Cochrane
conf/vldb/AgrawalPWZ95, Querying Shapes of Histories,1995,VLDB,Mohamed Za�t  Giuseppe Psaila  Edward L. Wimmers  Rakesh Agrawal
conf/sigmod/PoosalaIHS96, Improved Histograms for Selectivity Estimation of Range Predicates,1996,SIGMOD Conference,Eugene J. Shekita  Viswanath Poosala  Yannis E. Ioannidis  Peter J. Haas
journals/sigmod/ONeilG95, Multi-Table Joins Through Bitmapped Join Indices,1995,SIGMOD Record,Goetz Graefe  Patrick E. O'Neil
conf/vldb/ZirintsisKM99, Hyper-Programming in Java,1999,VLDB,Graham N. C. Kirby  Ronald Morrison  Evangelos Zirintsis
journals/sigmod/BonifatiC00, Comparative Analysis of Five XML Query Languages,2000,SIGMOD Record,Angela Bonifati  Stefano Ceri
conf/vldb/LevyRO96, Querying Heterogeneous Information Sources Using Source Descriptions,1996,VLDB,Anand Rajaraman  Alon Y. Levy  Joann J. Ordille
journals/sigmod/ChongFTSYKDJJ03, A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees,2003,SIGMOD Record,Mahesh Jagannath  Eugene Inseok Chong  Aravind Yalamanchi  Chuck Freiwald  Souripriya Das  Anh-Tuan Tran  Jagannathan Srinivasan  Richard Jiang  Ramkumar Krishnan
conf/sigmod/Team95c, Upsizing from File Server to Clent Server Architectures,1995,SIGMOD Conference,The Access Team
conf/vldb/JosifovskiR99, Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,1999,VLDB,Tore Risch  Vanja Josifovski
conf/vldb/LuOT94, On Spatially Partitioned Temporal Join,1994,VLDB,Beng Chin Ooi  Kian-Lee Tan  Hongjun Lu
journals/sigmod/Wiegand02, Investigating XQuery for Querying Across Database Object Types,2002,SIGMOD Record,Nancy Wiegand
conf/sigmod/HaasH99, Ripple Joins for Online Aggregation,1999,SIGMOD Conference,Peter J. Haas  Joseph M. Hellerstein
conf/sigmod/PatelYKTNBHRLEKGDN97, Building a Scaleable Geo-Spatial DBMS: Technology  Implementation  and Evaluation,1997,SIGMOD Conference,Curt Ellmann  Roger Lueder  Jignesh M. Patel  Jie-Bing Yu  Nancy E. Hall  Josef Burger  David J. DeWitt  Navin Kabra  Karthikeyan Ramasamy  Shelly Guo  Jeffrey F. Naughton  Biswadeep Nag  Jim Kupsch  Kristin Tufte
conf/sigmod/Mohan94, A Survey and Critique of Advanced Transaction Models,1994,SIGMOD Conference,C. Mohan
conf/vldb/Mohan01, Caching Technologies for Web Applications,2001,VLDB,C. Mohan
journals/sigmod/Rosenthal98, Where Will Object Techonology Drive Data Administration?,1998,SIGMOD Record,Arnon Rosenthal
conf/vldb/CarneyCZRCS03, Operator Scheduling in a Data Stream Manager,2003,VLDB,Michael Stonebraker  Mitch Cherniack  Donald Carney  Stanley B. Zdonik  Alex Rasin  Ugur �etintemel
conf/sigmod/KrishnamurthyBN99, Bringing Object-Relational Technology to Mainstream,1999,SIGMOD Conference,Anil Nori  Vishu Krishnamurthy  Sandeepan Banerjee
journals/sigmod/Kim94, Observations on the ODMG-93 Proposal,1994,SIGMOD Record,Won Kim
conf/vldb/Jamil97, Implementing Abstract Objects with Inheritance in Datalogneg,1997,VLDB,Hasan M. Jamil
conf/sigmod/WangTYGWP02, COMMIX: towards effective web information extraction  integration and query answering,2002,SIGMOD Conference,Jun Gao  Jian Pei  Tengjiao Wang  Shiwei Tang  Yuqing Wu  Dongqing Yang
journals/sigmod/AbererCH02, A Framework for Semantic Gossiping,2002,SIGMOD Record,Manfred Hauswirth  Karl Aberer  Philippe Cudr�-Mauroux
journals/vldb/LeeW94, Efficiently Instantiating View-Objects From Remote Relational Databases,1994,VLDB J.,Gio Wiederhold  Byung Suk Lee
conf/vldb/BelloDDFNSWZ98, Materialized Views in Oracle,1998,VLDB,Randall G. Bello  William D. Norcott  Mohamed Ziauddin  Harry Sun  Karl Dias  Alan Downing  James J. Feenan Jr.  Andrew Witkowski  James L. Finnerty
conf/vldb/AmielBDS94, Supporting Exceptions to Schema Consistency to Ease Schema Evolution in OODBMS,1994,VLDB,Eric Dujardin  Eric Simon  Marie-Jo Bellosta  Eric Amiel
journals/sigmod/CaplinskasEV02, Advances in Databases and Information Systems (ADBIS),2002,SIGMOD Record,Albertas Caplinskas  Johann Eder  Olegas Vasilecas
conf/vldb/Moerkotte98, Small Materialized Aggregates: A Light Weight Index Structure for Data Warehousing,1998,VLDB,Guido Moerkotte
journals/vldb/WhangKW94, Dynamic Maintenance of Data Distribution for Selectivity Estimation,1994,VLDB J.,Kyu-Young Whang  Gio Wiederhold  Sang-Wook Kim
conf/sigmod/MatiasVW98, Wavelet-Based Histograms for Selectivity Estimation,1998,SIGMOD Conference,Jeffrey Scott Vitter  Yossi Matias  Min Wang
conf/vldb/Sarawagi02, Automation in Information Extraction and Data Integration,2002,VLDB,Sunita Sarawagi
conf/sigmod/BarclaySG00, TerraServer: A Spatial Data Warehouse,2000,SIGMOD Conference,Donald R. Slutz  Jim Gray  Tom Barclay
conf/sigmod/Pruscino03, Oracle RAC: Architecture and Performance,2003,SIGMOD Conference,Angelo Pruscino
conf/vldb/IshikawaSF98, MindReader: Querying Databases Through Multiple Examples,1998,VLDB,Ravishankar Subramanya  Christos Faloutsos  Yoshiharu Ishikawa
conf/vldb/ChanFFGR02, Tree Pattern Aggregation for Scalable XML Data Dissemination,2002,VLDB,Rajeev Rastogi  Pascal Felber  Chee Yong Chan  Wenfei Fan  Minos N. Garofalakis
conf/sigmod/Jhingran00, Anatomy of a Real E-Commerce System,2000,SIGMOD Conference,Anant Jhingran
conf/vldb/UrhanF01, Dynamic Pipeline Scheduling for Improving Interactive Query Performance,2001,VLDB,Tolga Urhan  Michael J. Franklin
journals/tods/DeySB99, Improving Database Design Through the Analysis of Relationships,1999,ACM Trans. Database Syst.,Veda C. Storey  Terence M. Barron  Debabrata Dey
journals/sigmod/Cetintemel01, On the Academic Interview Circuit: An End-to-End Discussion,2001,SIGMOD Record,Ugur �etintemel
conf/vldb/ZhuS02, StatStream: Statistical Monitoring of Thousands of Data Streams in Real Time,2002,VLDB,Yunyue Zhu  Dennis Shasha
conf/vldb/Brodie00, Panel: Future Directions of Database Research - The VLDB Broadening Strategy  Part 2,2000,VLDB,Michael L. Brodie
conf/vldb/TengCY03, A Regression-Based Temporal Pattern Mining Scheme for Data Streams,2003,VLDB,Philip S. Yu  Wei-Guang Teng  Ming-Syan Chen
journals/sigmod/Grefen02, What Will Be - Book Review,2002,SIGMOD Record,Paul W. P. J. Grefen
conf/sigmod/PaparizosACJLNPSWWY03, TIMBER: A Native System for Querying XML,2003,SIGMOD Conference,Laks V. S. Lakshmanan  Stelios Paparizos  Nuwee Wiwatwattana  Cong Yu  Jignesh M. Patel  H. V. Jagadish  Andrew Nierman  Divesh Srivastava  Adriane Chapman  Yuqing Wu  Shurug Al-Khalifa
conf/vldb/NgH94, Efficient and Effective Clustering Methods for Spatial Data Mining,1994,VLDB,Raymond T. Ng  Jiawei Han
journals/sigmod/BarclayBGS94, Loading Databases Using Dataflow Parallelism,1994,SIGMOD Record,Prakash Sundaresan  Jim Gray  Robert Barnes  Tom Barclay
conf/vldb/MillinerBP95, A Scalable Architecture for Autonomous Heterogeneous Database Interactions,1995,VLDB,Athman Bouguettaya  Steven Milliner  Mike P. Papazoglou
conf/vldb/SenkulKT02, A Logical Framework for Scheduling Workflows under Resource Allocation Constraints,2002,VLDB,Michael Kifer  Pinar Senkul  Ismail H. Toroslu
conf/vldb/ZimbraoS98, A Raster Approximation For Processing of Spatial Joins,1998,VLDB,Jano Moreira de Souza  Geraldo Zimbrao
conf/sigmod/YuMWL01, Efficient and Effective Metasearch for Text Databases Incorporating Linkages among Documents,2001,SIGMOD Conference,Weiyi Meng  Clement T. Yu  King-Lup Liu  Wensheng Wu
conf/sigmod/AcharyaFZ97, Balancing Push and Pull for Data Broadcast,1997,SIGMOD Conference,Swarup Acharya  Stanley B. Zdonik  Michael J. Franklin
journals/sigmod/SlivinskasJS02, Bringing Order to Query Optimization,2002,SIGMOD Record,Giedrius Slivinskas  Richard T. Snodgrass  Christian S. Jensen
conf/vldb/Gupta96, The Changing Landscape of the Software Industry and its Implications for India,1996,VLDB,Umang Gupta
conf/vldb/TamuraK99, Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,1999,VLDB,Masahisa Tamura  Masaru Kitsuregawa
conf/sigmod/FreedmanD95, The SPIFFI Scalable Video-on-Demand System,1995,SIGMOD Conference,Craig S. Freedman  David J. DeWitt
conf/vldb/KamelF94, Hilbert R-tree: An Improved R-tree using Fractals,1994,VLDB,Ibrahim Kamel  Christos Faloutsos
conf/vldb/HaasKU99, Loading a Cache with Query Results,1999,VLDB,Ioana Ursu  Donald Kossmann  Laura M. Haas
conf/sigmod/SelfridgeSW96, IDEA: Interactive Data Exploration and Analysis,1996,SIGMOD Conference,Lynn O. Wilson  Peter G. Selfridge  Divesh Srivastava
conf/sigmod/WangJLY03, Containment Join Size Estimation: Models and Methods,2003,SIGMOD Conference,Haifeng Jiang  Hongjun Lu  Wei Wang  Jeffrey Xu Yu
conf/vldb/MurthyB03, XML Schemas in Oracle XML DB,2003,VLDB,Sandeepan Banerjee  Ravi Murthy
conf/sigmod/Keim96, Databases and Visualization,1996,SIGMOD Conference,Daniel A. Keim
journals/sigmod/ElmagarmidJF95, Wireless Client/Server Computing for Personal Information Services and Applications,1995,SIGMOD Record,Jin Jing  Tetsuya Furukawa  Ahmed K. Elmagarmid
journals/sigmod/ArenasKKKMM03, The hyperion project: from data integration to data coordination,2003,SIGMOD Record,Marcelo Arenas  Vasiliki Kantere  Ren�e J. Miller  Anastasios Kementsietsidis  John Mylopoulos  Iluju Kiringa
conf/sigmod/BohannonMR01, Main-Memory Index Structures with Fixed-Size Partial Keys,2001,SIGMOD Conference,Philip Bohannon  Rajeev Rastogi  Peter McIlroy
conf/sigmod/DreyerDS95, Using the CALANDA Time Series Management System,1995,SIGMOD Conference,Werner Dreyer  Angelika Kotz Dittrich  Duri Schmidt
conf/sigmod/LiBCS00, SPIRE: A Progressive Content-Based Spatial Image Retrieval Engine,2000,SIGMOD Conference,Chung-Sheng Li  Vittorio Castelli  Lawrence D. Bergman  John R. Smith
journals/vldb/EvangelidisS97, The hB-Pi-Tree: A Multi-Attribute Index Supporting Concurrency  Recovery and Node Consolidation,1997,VLDB J.,Betty Salzberg  David B. Lomet  Georgios Evangelidis
journals/vldb/C94b, Title  Foreword,1994,VLDB J.,?
conf/sigmod/LakshmananNHP99, Optimization of Constrained Frequent Set Queries with 2-variable Constraints,1999,SIGMOD Conference,Laks V. S. Lakshmanan  Alex Pang  Raymond T. Ng  Jiawei Han
journals/sigmod/Halevy03, Learning about data integration challenges from day one,2003,SIGMOD Record,Alon Y. Halevy
conf/sigmod/KornMZ03, IPSOFACTO: A Visual Correlation Tool for Aggregate Network Traffic Data,2003,SIGMOD Conference,Yunyue Zhu  S. Muthukrishnan  Flip Korn
conf/sigmod/WangSCRZP97, Structural Matching and Discovery in Document Databases,1997,SIGMOD Conference,Jason Tsong-Li Wang  George Jyh-Shian Chang  Dennis Shasha  Girish Patel  Kaizhong Zhang  Liam Relihan
